n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,n_bin_medium,n_bin_large
50,1,24,19,3,26,4,0.48,0.38,0.06,0.52,0.08,1.263157894736842,8.0,6.333333333333333,1.368421052631579,0.16666666666666666,False,False
200,1,96,75,4,170,5,0.48,0.375,0.02,0.85,0.025,1.28,24.0,18.75,2.2666666666666666,0.052083333333333336,True,False
200,0,72,62,6,185,6,0.36,0.31,0.03,0.925,0.03,1.1612903225806452,12.0,10.333333333333334,2.9838709677419355,0.08333333333333333,True,False
500,1,229,203,6,405,6,0.458,0.406,0.012,0.81,0.012,1.1280788177339902,38.166666666666664,33.833333333333336,1.9950738916256157,0.026200873362445413,False,True
100,1,54,34,3,45,4,0.54,0.34,0.03,0.45,0.04,1.588235294117647,18.0,11.333333333333334,1.3235294117647058,0.07407407407407407,False,False
250,1,119,107,4,227,5,0.476,0.428,0.016,0.908,0.02,1.1121495327102804,29.75,26.75,2.121495327102804,0.04201680672268908,True,False
150,1,68,47,5,69,5,0.4533333333333333,0.31333333333333335,0.03333333333333333,0.46,0.03333333333333333,1.446808510638298,13.6,9.4,1.4680851063829787,0.07352941176470588,True,False
50,0,22,15,4,27,5,0.44,0.3,0.08,0.54,0.1,1.4666666666666666,5.5,3.75,1.8,0.22727272727272727,False,False
250,0,98,91,4,195,6,0.392,0.364,0.016,0.78,0.024,1.0769230769230769,24.5,22.75,2.142857142857143,0.061224489795918366,True,False
300,0,130,108,5,234,6,0.43333333333333335,0.36,0.016666666666666666,0.78,0.02,1.2037037037037037,26.0,21.6,2.1666666666666665,0.046153846153846156,True,False
50,1,23,23,3,40,4,0.46,0.46,0.06,0.8,0.08,1.0,7.666666666666667,7.666666666666667,1.7391304347826086,0.17391304347826086,False,False
300,0,116,83,5,251,7,0.38666666666666666,0.27666666666666667,0.016666666666666666,0.8366666666666667,0.023333333333333334,1.3975903614457832,23.2,16.6,3.0240963855421685,0.0603448275862069,True,False
50,0,23,19,3,26,4,0.46,0.38,0.06,0.52,0.08,1.2105263157894737,7.666666666666667,6.333333333333333,1.368421052631579,0.17391304347826086,False,False
400,0,147,139,5,310,6,0.3675,0.3475,0.0125,0.775,0.015,1.0575539568345325,29.4,27.8,2.2302158273381294,0.04081632653061224,False,True
350,1,152,150,5,323,6,0.4342857142857143,0.42857142857142855,0.014285714285714285,0.9228571428571428,0.017142857142857144,1.0133333333333334,30.4,30.0,2.1533333333333333,0.039473684210526314,False,True
200,0,81,74,5,125,6,0.405,0.37,0.025,0.625,0.03,1.0945945945945945,16.2,14.8,1.6891891891891893,0.07407407407407407,True,False
300,0,116,102,5,213,6,0.38666666666666666,0.34,0.016666666666666666,0.71,0.02,1.1372549019607843,23.2,20.4,2.088235294117647,0.05172413793103448,True,False
25,1,11,11,4,10,4,0.44,0.44,0.16,0.4,0.16,1.0,2.75,2.75,0.9090909090909091,0.36363636363636365,False,False
300,0,114,106,5,203,6,0.38,0.35333333333333333,0.016666666666666666,0.6766666666666666,0.02,1.0754716981132075,22.8,21.2,1.9150943396226414,0.05263157894736842,True,False
150,1,73,70,4,126,6,0.4866666666666667,0.4666666666666667,0.02666666666666667,0.84,0.04,1.042857142857143,18.25,17.5,1.8,0.0821917808219178,True,False
100,0,35,30,5,95,6,0.35,0.3,0.05,0.95,0.06,1.1666666666666667,7.0,6.0,3.1666666666666665,0.17142857142857143,False,False
500,0,165,154,6,458,7,0.33,0.308,0.012,0.916,0.014,1.0714285714285714,27.5,25.666666666666668,2.9740259740259742,0.04242424242424243,False,True
500,0,195,157,5,483,7,0.39,0.314,0.01,0.966,0.014,1.2420382165605095,39.0,31.4,3.0764331210191083,0.035897435897435895,False,True
100,0,40,38,3,55,5,0.4,0.38,0.03,0.55,0.05,1.0526315789473684,13.333333333333334,12.666666666666666,1.4473684210526316,0.125,False,False
400,1,180,172,4,299,5,0.45,0.43,0.01,0.7475,0.0125,1.0465116279069768,45.0,43.0,1.7383720930232558,0.027777777777777776,False,True
200,0,70,54,4,124,6,0.35,0.27,0.02,0.62,0.03,1.2962962962962963,17.5,13.5,2.2962962962962963,0.08571428571428572,True,False
25,0,15,14,3,24,4,0.6,0.56,0.12,0.96,0.16,1.0714285714285714,5.0,4.666666666666667,1.7142857142857142,0.26666666666666666,False,False
50,1,25,23,3,25,4,0.5,0.46,0.06,0.5,0.08,1.0869565217391304,8.333333333333334,7.666666666666667,1.0869565217391304,0.16,False,False
250,1,108,71,5,241,6,0.432,0.284,0.02,0.964,0.024,1.5211267605633803,21.6,14.2,3.3943661971830985,0.05555555555555555,True,False
200,0,68,63,5,118,5,0.34,0.315,0.025,0.59,0.025,1.0793650793650793,13.6,12.6,1.873015873015873,0.07352941176470588,True,False
25,1,12,9,3,10,4,0.48,0.36,0.12,0.4,0.16,1.3333333333333333,4.0,3.0,1.1111111111111112,0.3333333333333333,False,False
150,0,55,46,5,94,6,0.36666666666666664,0.30666666666666664,0.03333333333333333,0.6266666666666667,0.04,1.1956521739130435,11.0,9.2,2.0434782608695654,0.10909090909090909,True,False
350,1,166,113,5,332,6,0.4742857142857143,0.32285714285714284,0.014285714285714285,0.9485714285714286,0.017142857142857144,1.4690265486725664,33.2,22.6,2.938053097345133,0.03614457831325301,False,True
100,0,42,34,5,62,5,0.42,0.34,0.05,0.62,0.05,1.2352941176470589,8.4,6.8,1.8235294117647058,0.11904761904761904,False,False
450,1,180,167,4,418,6,0.4,0.3711111111111111,0.008888888888888889,0.9288888888888889,0.013333333333333334,1.0778443113772456,45.0,41.75,2.502994011976048,0.03333333333333333,False,True
100,1,39,31,4,39,5,0.39,0.31,0.04,0.39,0.05,1.2580645161290323,9.75,7.75,1.2580645161290323,0.1282051282051282,False,False
400,1,166,144,5,334,6,0.415,0.36,0.0125,0.835,0.015,1.1527777777777777,33.2,28.8,2.3194444444444446,0.03614457831325301,False,True
250,0,104,79,6,247,7,0.416,0.316,0.024,0.988,0.028,1.3164556962025316,17.333333333333332,13.166666666666666,3.1265822784810124,0.0673076923076923,True,False
250,1,103,83,4,107,5,0.412,0.332,0.016,0.428,0.02,1.2409638554216869,25.75,20.75,1.2891566265060241,0.04854368932038835,True,False
500,1,216,179,5,433,6,0.432,0.358,0.01,0.866,0.012,1.2067039106145252,43.2,35.8,2.4189944134078214,0.027777777777777776,False,True
150,1,67,63,4,69,4,0.44666666666666666,0.42,0.02666666666666667,0.46,0.02666666666666667,1.0634920634920635,16.75,15.75,1.0952380952380953,0.05970149253731343,True,False
400,0,144,123,5,325,6,0.36,0.3075,0.0125,0.8125,0.015,1.170731707317073,28.8,24.6,2.6422764227642275,0.041666666666666664,False,True
400,1,178,169,5,353,6,0.445,0.4225,0.0125,0.8825,0.015,1.0532544378698225,35.6,33.8,2.088757396449704,0.033707865168539325,False,True
200,1,93,92,5,192,5,0.465,0.46,0.025,0.96,0.025,1.0108695652173914,18.6,18.4,2.0869565217391304,0.053763440860215055,True,False
250,1,124,104,4,241,5,0.496,0.416,0.016,0.964,0.02,1.1923076923076923,31.0,26.0,2.3173076923076925,0.04032258064516129,True,False
250,1,109,108,4,204,6,0.436,0.432,0.016,0.816,0.024,1.0092592592592593,27.25,27.0,1.8888888888888888,0.05504587155963303,True,False
50,1,24,24,4,38,4,0.48,0.48,0.08,0.76,0.08,1.0,6.0,6.0,1.5833333333333333,0.16666666666666666,False,False
400,0,148,141,6,375,8,0.37,0.3525,0.015,0.9375,0.02,1.049645390070922,24.666666666666668,23.5,2.6595744680851063,0.05405405405405406,False,True
350,0,139,128,6,344,8,0.39714285714285713,0.3657142857142857,0.017142857142857144,0.9828571428571429,0.022857142857142857,1.0859375,23.166666666666668,21.333333333333332,2.6875,0.05755395683453238,False,True
200,1,92,88,4,89,5,0.46,0.44,0.02,0.445,0.025,1.0454545454545454,23.0,22.0,1.0113636363636365,0.05434782608695652,True,False
450,0,154,148,6,427,8,0.3422222222222222,0.3288888888888889,0.013333333333333334,0.9488888888888889,0.017777777777777778,1.0405405405405406,25.666666666666668,24.666666666666668,2.885135135135135,0.05194805194805195,False,True
400,1,179,119,5,319,6,0.4475,0.2975,0.0125,0.7975,0.015,1.504201680672269,35.8,23.8,2.680672268907563,0.0335195530726257,False,True
50,0,19,19,4,23,4,0.38,0.38,0.08,0.46,0.08,1.0,4.75,4.75,1.2105263157894737,0.21052631578947367,False,False
450,0,175,149,5,356,7,0.3888888888888889,0.33111111111111113,0.011111111111111112,0.7911111111111111,0.015555555555555555,1.174496644295302,35.0,29.8,2.389261744966443,0.04,False,True
150,1,77,62,5,88,6,0.5133333333333333,0.41333333333333333,0.03333333333333333,0.5866666666666667,0.04,1.2419354838709677,15.4,12.4,1.4193548387096775,0.07792207792207792,True,False
400,1,193,154,6,351,7,0.4825,0.385,0.015,0.8775,0.0175,1.2532467532467533,32.166666666666664,25.666666666666668,2.279220779220779,0.03626943005181347,False,True
250,1,124,100,5,205,6,0.496,0.4,0.02,0.82,0.024,1.24,24.8,20.0,2.05,0.04838709677419355,True,False
25,0,12,10,3,21,4,0.48,0.4,0.12,0.84,0.16,1.2,4.0,3.3333333333333335,2.1,0.3333333333333333,False,False
100,1,40,39,3,81,5,0.4,0.39,0.03,0.81,0.05,1.0256410256410255,13.333333333333334,13.0,2.076923076923077,0.125,False,False
250,0,97,84,6,202,6,0.388,0.336,0.024,0.808,0.024,1.1547619047619047,16.166666666666668,14.0,2.4047619047619047,0.061855670103092786,True,False
350,0,126,123,5,347,7,0.36,0.3514285714285714,0.014285714285714285,0.9914285714285714,0.02,1.024390243902439,25.2,24.6,2.821138211382114,0.05555555555555555,False,True
150,1,64,54,6,127,6,0.4266666666666667,0.36,0.04,0.8466666666666667,0.04,1.1851851851851851,10.666666666666666,9.0,2.3518518518518516,0.09375,True,False
250,1,118,99,4,229,5,0.472,0.396,0.016,0.916,0.02,1.1919191919191918,29.5,24.75,2.313131313131313,0.0423728813559322,True,False
25,0,12,11,2,4,3,0.48,0.44,0.08,0.16,0.12,1.0909090909090908,6.0,5.5,0.36363636363636365,0.25,False,False
150,0,57,51,5,116,6,0.38,0.34,0.03333333333333333,0.7733333333333333,0.04,1.1176470588235294,11.4,10.2,2.2745098039215685,0.10526315789473684,True,False
400,1,175,161,5,353,5,0.4375,0.4025,0.0125,0.8825,0.0125,1.0869565217391304,35.0,32.2,2.1925465838509317,0.02857142857142857,False,True
500,0,180,158,6,478,7,0.36,0.316,0.012,0.956,0.014,1.139240506329114,30.0,26.333333333333332,3.0253164556962027,0.03888888888888889,False,True
200,0,70,65,6,141,7,0.35,0.325,0.03,0.705,0.035,1.0769230769230769,11.666666666666666,10.833333333333334,2.169230769230769,0.1,True,False
25,0,11,10,4,15,4,0.44,0.4,0.16,0.6,0.16,1.1,2.75,2.5,1.5,0.36363636363636365,False,False
350,1,153,137,5,281,6,0.43714285714285717,0.3914285714285714,0.014285714285714285,0.8028571428571428,0.017142857142857144,1.1167883211678833,30.6,27.4,2.051094890510949,0.0392156862745098,False,True
50,1,22,19,4,24,4,0.44,0.38,0.08,0.48,0.08,1.1578947368421053,5.5,4.75,1.263157894736842,0.18181818181818182,False,False
300,1,135,126,3,234,6,0.45,0.42,0.01,0.78,0.02,1.0714285714285714,45.0,42.0,1.8571428571428572,0.044444444444444446,True,False
200,0,76,60,5,174,7,0.38,0.3,0.025,0.87,0.035,1.2666666666666666,15.2,12.0,2.9,0.09210526315789473,True,False
500,1,209,161,4,193,5,0.418,0.322,0.008,0.386,0.01,1.2981366459627328,52.25,40.25,1.1987577639751552,0.023923444976076555,False,True
450,0,165,148,6,363,6,0.36666666666666664,0.3288888888888889,0.013333333333333334,0.8066666666666666,0.013333333333333334,1.114864864864865,27.5,24.666666666666668,2.4527027027027026,0.03636363636363636,False,True
400,1,165,159,5,381,7,0.4125,0.3975,0.0125,0.9525,0.0175,1.0377358490566038,33.0,31.8,2.3962264150943398,0.04242424242424243,False,True
150,0,60,55,6,146,6,0.4,0.36666666666666664,0.04,0.9733333333333334,0.04,1.0909090909090908,10.0,9.166666666666666,2.6545454545454548,0.1,True,False
300,0,110,88,5,245,6,0.36666666666666664,0.29333333333333333,0.016666666666666666,0.8166666666666667,0.02,1.25,22.0,17.6,2.784090909090909,0.05454545454545454,True,False
25,0,9,9,4,8,4,0.36,0.36,0.16,0.32,0.16,1.0,2.25,2.25,0.8888888888888888,0.4444444444444444,False,False
50,0,22,20,5,43,6,0.44,0.4,0.1,0.86,0.12,1.1,4.4,4.0,2.15,0.2727272727272727,False,False
400,1,179,155,5,343,5,0.4475,0.3875,0.0125,0.8575,0.0125,1.1548387096774193,35.8,31.0,2.2129032258064516,0.027932960893854747,False,True
250,1,115,90,4,223,5,0.46,0.36,0.016,0.892,0.02,1.2777777777777777,28.75,22.5,2.477777777777778,0.043478260869565216,True,False
450,1,195,195,6,446,7,0.43333333333333335,0.43333333333333335,0.013333333333333334,0.9911111111111112,0.015555555555555555,1.0,32.5,32.5,2.287179487179487,0.035897435897435895,False,True
200,0,88,78,4,180,6,0.44,0.39,0.02,0.9,0.03,1.1282051282051282,22.0,19.5,2.3076923076923075,0.06818181818181818,True,False
450,1,183,162,5,426,7,0.4066666666666667,0.36,0.011111111111111112,0.9466666666666667,0.015555555555555555,1.1296296296296295,36.6,32.4,2.6296296296296298,0.03825136612021858,False,True
300,0,109,99,5,296,7,0.36333333333333334,0.33,0.016666666666666666,0.9866666666666667,0.023333333333333334,1.101010101010101,21.8,19.8,2.98989898989899,0.06422018348623854,True,False
500,1,225,188,5,474,6,0.45,0.376,0.01,0.948,0.012,1.196808510638298,45.0,37.6,2.521276595744681,0.02666666666666667,False,True
25,0,11,7,4,14,5,0.44,0.28,0.16,0.56,0.2,1.5714285714285714,2.75,1.75,2.0,0.45454545454545453,False,False
400,1,176,129,4,331,5,0.44,0.3225,0.01,0.8275,0.0125,1.3643410852713178,44.0,32.25,2.565891472868217,0.028409090909090908,False,True
100,0,34,29,5,88,6,0.34,0.29,0.05,0.88,0.06,1.1724137931034482,6.8,5.8,3.0344827586206895,0.17647058823529413,False,False
500,0,185,133,5,385,7,0.37,0.266,0.01,0.77,0.014,1.3909774436090225,37.0,26.6,2.8947368421052633,0.03783783783783784,False,True
25,0,9,9,3,5,5,0.36,0.36,0.12,0.2,0.2,1.0,3.0,3.0,0.5555555555555556,0.5555555555555556,False,False
100,0,41,40,4,49,5,0.41,0.4,0.04,0.49,0.05,1.025,10.25,10.0,1.225,0.12195121951219512,False,False
500,1,205,186,5,409,6,0.41,0.372,0.01,0.818,0.012,1.1021505376344085,41.0,37.2,2.1989247311827955,0.02926829268292683,False,True
450,0,152,146,6,422,8,0.3377777777777778,0.3244444444444444,0.013333333333333334,0.9377777777777778,0.017777777777777778,1.0410958904109588,25.333333333333332,24.333333333333332,2.8904109589041096,0.05263157894736842,False,True
500,0,181,162,6,472,7,0.362,0.324,0.012,0.944,0.014,1.117283950617284,30.166666666666668,27.0,2.9135802469135803,0.03867403314917127,False,True
400,0,140,128,5,368,7,0.35,0.32,0.0125,0.92,0.0175,1.09375,28.0,25.6,2.875,0.05,False,True
25,0,11,10,3,11,4,0.44,0.4,0.12,0.44,0.16,1.1,3.6666666666666665,3.3333333333333335,1.1,0.36363636363636365,False,False
200,1,90,75,5,161,6,0.45,0.375,0.025,0.805,0.03,1.2,18.0,15.0,2.1466666666666665,0.06666666666666667,True,False
25,1,17,15,4,21,4,0.68,0.6,0.16,0.84,0.16,1.1333333333333333,4.25,3.75,1.4,0.23529411764705882,False,False
350,1,154,153,6,341,6,0.44,0.43714285714285717,0.017142857142857144,0.9742857142857143,0.017142857142857144,1.0065359477124183,25.666666666666668,25.5,2.2287581699346406,0.03896103896103896,False,True
400,0,169,157,5,328,7,0.4225,0.3925,0.0125,0.82,0.0175,1.0764331210191083,33.8,31.4,2.089171974522293,0.04142011834319527,False,True
100,0,34,33,4,64,6,0.34,0.33,0.04,0.64,0.06,1.0303030303030303,8.5,8.25,1.9393939393939394,0.17647058823529413,False,False
50,0,22,18,5,43,5,0.44,0.36,0.1,0.86,0.1,1.2222222222222223,4.4,3.6,2.388888888888889,0.22727272727272727,False,False
450,1,202,170,5,394,6,0.4488888888888889,0.37777777777777777,0.011111111111111112,0.8755555555555555,0.013333333333333334,1.188235294117647,40.4,34.0,2.3176470588235296,0.0297029702970297,False,True
100,0,37,32,5,85,6,0.37,0.32,0.05,0.85,0.06,1.15625,7.4,6.4,2.65625,0.16216216216216217,False,False
300,0,113,94,5,224,7,0.37666666666666665,0.31333333333333335,0.016666666666666666,0.7466666666666667,0.023333333333333334,1.202127659574468,22.6,18.8,2.382978723404255,0.061946902654867256,True,False
250,1,103,88,4,206,6,0.412,0.352,0.016,0.824,0.024,1.1704545454545454,25.75,22.0,2.340909090909091,0.05825242718446602,True,False
300,1,140,102,4,259,6,0.4666666666666667,0.34,0.013333333333333334,0.8633333333333333,0.02,1.3725490196078431,35.0,25.5,2.5392156862745097,0.04285714285714286,True,False
300,1,144,119,4,261,6,0.48,0.39666666666666667,0.013333333333333334,0.87,0.02,1.2100840336134453,36.0,29.75,2.19327731092437,0.041666666666666664,True,False
150,1,66,54,4,121,5,0.44,0.36,0.02666666666666667,0.8066666666666666,0.03333333333333333,1.2222222222222223,16.5,13.5,2.240740740740741,0.07575757575757576,True,False
250,1,113,110,4,203,6,0.452,0.44,0.016,0.812,0.024,1.0272727272727273,28.25,27.5,1.8454545454545455,0.05309734513274336,True,False
50,0,26,19,4,21,4,0.52,0.38,0.08,0.42,0.08,1.368421052631579,6.5,4.75,1.105263157894737,0.15384615384615385,False,False
400,1,173,172,4,319,6,0.4325,0.43,0.01,0.7975,0.015,1.005813953488372,43.25,43.0,1.8546511627906976,0.03468208092485549,False,True
150,0,54,39,5,131,6,0.36,0.26,0.03333333333333333,0.8733333333333333,0.04,1.3846153846153846,10.8,7.8,3.358974358974359,0.1111111111111111,True,False
250,0,104,85,5,200,6,0.416,0.34,0.02,0.8,0.024,1.223529411764706,20.8,17.0,2.3529411764705883,0.057692307692307696,True,False
450,1,209,184,4,354,5,0.46444444444444444,0.4088888888888889,0.008888888888888889,0.7866666666666666,0.011111111111111112,1.1358695652173914,52.25,46.0,1.923913043478261,0.023923444976076555,False,True
450,1,199,174,5,418,6,0.44222222222222224,0.38666666666666666,0.011111111111111112,0.9288888888888889,0.013333333333333334,1.1436781609195403,39.8,34.8,2.4022988505747125,0.03015075376884422,False,True
450,0,157,145,3,322,6,0.3488888888888889,0.32222222222222224,0.006666666666666667,0.7155555555555555,0.013333333333333334,1.0827586206896551,52.333333333333336,48.333333333333336,2.220689655172414,0.03821656050955414,False,True
150,0,60,56,5,136,6,0.4,0.37333333333333335,0.03333333333333333,0.9066666666666666,0.04,1.0714285714285714,12.0,11.2,2.4285714285714284,0.1,True,False
100,1,41,31,4,38,5,0.41,0.31,0.04,0.38,0.05,1.3225806451612903,10.25,7.75,1.2258064516129032,0.12195121951219512,False,False
200,0,69,57,5,174,6,0.345,0.285,0.025,0.87,0.03,1.2105263157894737,13.8,11.4,3.0526315789473686,0.08695652173913043,True,False
350,0,125,119,6,336,7,0.35714285714285715,0.34,0.017142857142857144,0.96,0.02,1.050420168067227,20.833333333333332,19.833333333333332,2.823529411764706,0.056,False,True
200,1,87,73,4,88,5,0.435,0.365,0.02,0.44,0.025,1.1917808219178083,21.75,18.25,1.2054794520547945,0.05747126436781609,True,False
150,1,61,61,5,108,5,0.4066666666666667,0.4066666666666667,0.03333333333333333,0.72,0.03333333333333333,1.0,12.2,12.2,1.7704918032786885,0.08196721311475409,True,False
250,1,118,117,5,211,6,0.472,0.468,0.02,0.844,0.024,1.0085470085470085,23.6,23.4,1.8034188034188035,0.05084745762711865,True,False
200,0,82,63,5,165,6,0.41,0.315,0.025,0.825,0.03,1.3015873015873016,16.4,12.6,2.619047619047619,0.07317073170731707,True,False
50,0,23,16,5,47,6,0.46,0.32,0.1,0.94,0.12,1.4375,4.6,3.2,2.9375,0.2608695652173913,False,False
400,1,178,168,5,384,7,0.445,0.42,0.0125,0.96,0.0175,1.0595238095238095,35.6,33.6,2.2857142857142856,0.03932584269662921,False,True
400,1,174,145,4,300,5,0.435,0.3625,0.01,0.75,0.0125,1.2,43.5,36.25,2.0689655172413794,0.028735632183908046,False,True
500,0,179,160,5,371,6,0.358,0.32,0.01,0.742,0.012,1.11875,35.8,32.0,2.31875,0.0335195530726257,False,True
400,0,165,161,5,314,7,0.4125,0.4025,0.0125,0.785,0.0175,1.0248447204968945,33.0,32.2,1.950310559006211,0.04242424242424243,False,True
150,0,54,38,5,133,7,0.36,0.25333333333333335,0.03333333333333333,0.8866666666666667,0.04666666666666667,1.4210526315789473,10.8,7.6,3.5,0.12962962962962962,True,False
350,0,141,130,7,334,8,0.40285714285714286,0.37142857142857144,0.02,0.9542857142857143,0.022857142857142857,1.0846153846153845,20.142857142857142,18.571428571428573,2.5692307692307694,0.05673758865248227,False,True
400,1,184,151,4,357,5,0.46,0.3775,0.01,0.8925,0.0125,1.218543046357616,46.0,37.75,2.3642384105960264,0.02717391304347826,False,True
350,0,137,112,5,279,7,0.3914285714285714,0.32,0.014285714285714285,0.7971428571428572,0.02,1.2232142857142858,27.4,22.4,2.4910714285714284,0.051094890510948905,False,True
100,0,39,36,6,79,7,0.39,0.36,0.06,0.79,0.07,1.0833333333333333,6.5,6.0,2.1944444444444446,0.1794871794871795,False,False
350,0,134,115,4,273,6,0.38285714285714284,0.32857142857142857,0.011428571428571429,0.78,0.017142857142857144,1.1652173913043478,33.5,28.75,2.373913043478261,0.04477611940298507,False,True
